,ProductName,CostPrice,RetailSPrice,SQty
785,REAL MIXED FRUIT 1LTR FRUIT POWER,236.09,260.0,16.0
786,REAL MIXED FRUIT 1LTR FRUIT POWER,240.9,260.0,14.0
787,COKE/FANTA/SPRITE 2.25LTR,176.4,200.0,141.0
788,COKE/FANTA/SPRITE 2.25LTR,196.0,200.0,311.0
789,COKE/FANTA/SPRITE 2.25LTR,210.0,190.265486725664,14.0
790,COKE/FANTA/SPRITE 2.25LTR,210.0,215.0,469.0
791,COKE/FANTA/SPRITE 2.25LTR,210.0,230.0,5.0
792,COKE/FANTA/SPRITE 2.25LTR,210.0,240.0,27.0
793,COKE/FANTA/SPRITE 2.25LTR,210.0,250.0,1.0
794,COKE/FANTA/SPRITE 2.25LTR,245.0,255.0,3.0
795,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,85.0,18.0
796,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,95.0,15.0
797,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,110.0,2.0
798,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,115.0,52.0
799,SUNFLOW 500ML SUN FLOWER OIL PKT,125.0,130.0,68.0
800,SUNFLOW 500ML SUN FLOWER OIL PKT,125.0,135.0,6.0
801,SUNFLOW 500ML SUN FLOWER OIL PKT,125.0,140.0,20.0
802,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,424.38,480.0,2.0
803,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,459.02,505.0,4.0
804,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,459.02,515.0,21.0
805,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,463.74,451.327433628319,2.0
806,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,463.74,510.0,10.0
807,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,463.74,520.0,14.0
808,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,473.21,511.0,10.0
809,OYSTER SAUCE  600ML MAEKRUA,320.0,370.0,13.0
810,OYSTER SAUCE  600ML MAEKRUA,320.0,415.0,1.0
811,OYSTER SAUCE  600ML MAEKRUA,360.0,415.0,3.0
812,OYSTER SAUCE  600ML MAEKRUA,375.0,412.0,9.0
813,OYSTER SAUCE  600ML MAEKRUA,390.0,429.0,12.0
814,OYSTER SAUCE  600ML MAEKRUA,440.0,493.0,8.0
815,OYSTER SAUCE  600ML MAEKRUA,490.0,539.0,11.0
816,OYSTER SAUCE  600ML MAEKRUA,490.0,550.0,10.0
817,MAKAI POPCORN 1KG ,95.0,115.0,49.0
818,MAKAI POPCORN 1KG ,95.0,120.0,24.0
819,MAKAI POPCORN 1KG ,98.0,120.0,25.0
820,MAKAI POPCORN 1KG ,98.0,155.0,1.0
821,MAKAI POPCORN 1KG ,100.0,115.0,64.0
822,MAKAI POPCORN 1KG ,105.0,115.0,1.0
823,MAKAI POPCORN 1KG ,105.0,120.0,23.0
824,MAKAI POPCORN 1KG ,110.0,125.0,23.0
825,MAKAI POPCORN 1KG ,127.27,135.0,8.0
826,MAKAI POPCORN 1KG ,127.27,140.0,21.0
827,MAKAI POPCORN 1KG ,136.36,145.0,10.0
828,MAKAI POPCORN 1KG ,140.0,155.0,13.0
829,NIVEA SOFT CREAM 200ML,307.12,385.0,13.0
830,NIVEA SOFT CREAM 200ML,315.0,345.0,6.0
831,NIVEA SOFT CREAM 200ML,332.14,382.0,23.0
832,NIVEA SOFT CREAM 200ML,339.29,390.0,11.0
833,NIVEA SOFT CREAM 200ML,342.84,384.0,10.0
834,NIVEA SOFT CREAM 200ML,342.84,385.0,12.0
835,NIVEA SOFT CREAM 200ML,349.98,392.0,6.0
836,NIVEA SOFT CREAM 200ML,407.15,475.0,2.0
837,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,92.0,105.0,26.0
838,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,95.0,110.0,23.0
839,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,98.0,110.0,19.0
840,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,110.01,125.0,35.0
841,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,110.01,140.0,12.0
842,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,143.5,165.0,24.0
843,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,145.0,165.0,22.0
844,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,147.83,170.0,58.0
845,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,153.39,165.0,6.0
846,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,153.39,172.0,35.0
847,LIZOL DFC 975ML CITRUS,257.76,284.0,4.0
848,LIZOL DFC 975ML CITRUS,259.79,285.0,6.0
849,LIZOL DFC 975ML CITRUS,260.36,284.0,3.0
850,LIZOL DFC 975ML CITRUS,260.36,285.0,11.0
851,LIZOL DFC 975ML CITRUS,267.99,295.0,4.0
852,LIZOL DFC 975ML CITRUS,273.46,263.716814159292,2.0
853,LIZOL DFC 975ML CITRUS,273.46,298.0,12.0
854,LIZOL DFC 975ML CITRUS,279.38,271.681415929204,1.0
855,LIZOL DFC 975ML CITRUS,279.38,307.0,3.0
856,MASK DISPOSABLE BOX,110.0,200.0,24.0
857,MASK DISPOSABLE BOX,180.0,280.0,5.0
858,MASK DISPOSABLE BOX,190.07,280.0,1.0
859,MASK DISPOSABLE BOX,200.0,245.0,46.0
860,MASK DISPOSABLE BOX,200.0,350.0,11.0
861,MASK DISPOSABLE BOX,320.0,330.0,1.0
862,MASK DISPOSABLE BOX,320.0,450.0,5.0
863,MASK DISPOSABLE BOX,332.5,450.0,15.0
864,MASK DISPOSABLE BOX,400.0,450.0,2.0
865,MASK DISPOSABLE BOX,400.0,485.0,5.0
866,U.S MAYONNAISE 30 FL.OZ 887ML,550.0,630.0,4.0
867,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,615.0,4.0
868,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,630.0,16.0
869,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,640.0,5.0
870,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,645.0,21.0
871,U.S MAYONNAISE 30 FL.OZ 887ML,689.3,772.0,6.0
872,U.S MAYONNAISE 30 FL.OZ 887ML,690.0,659.29203539823,1.0
873,U.S MAYONNAISE 30 FL.OZ 887ML,690.0,745.0,10.0
874,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,406.8,500.0,64.0
875,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,450.0,500.0,65.0
876,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,482.74,530.0,11.0
877,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,502.85,530.0,38.0
878,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,515.28,595.0,51.0
879,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,515.28,600.0,13.0
880,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,515.28,620.0,8.0
881,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,537.09,522.12389380531,1.0
882,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,537.09,590.0,75.0
883,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,553.7,600.0,22.0
884,MOONG DAL 360GM,210.7,211.0,1.0
885,MOONG DAL 360GM,210.7,232.0,28.0
886,MOONG DAL 360GM,210.7,234.0,5.0
887,MOONG DAL 360GM,214.99,234.0,5.0
888,MOONG DAL 360GM,214.99,235.0,4.0
889,MOONG DAL 360GM,215.01,234.0,22.0
890,MOONG DAL 360GM,215.01,237.0,14.0
891,MOONG DAL 360GM,215.6,209.734513274336,1.0
892,MOONG DAL 360GM,215.6,237.0,67.0
893,MOONG DAL 360GM,226.37,237.0,2.0
894,MOONG DAL 360GM,226.37,249.0,19.0
895,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,108.48,125.0,30.0
896,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,119.33,140.0,60.0
897,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,119.33,155.0,27.0
898,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,124.75,145.0,24.0
899,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,130.18,155.0,21.0
900,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,143.51,155.0,49.0
901,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,147.97,146.017699115044,2.0
902,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,147.97,160.0,55.0
903,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,147.97,165.0,57.0
904,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,150.29,165.0,31.0
905,BLACK LABEL 1LTR,6993.64,7833.0,1.0
906,BLACK LABEL 1LTR,7029.32,7100.0,11.0
907,BLACK LABEL 1LTR,7029.32,7850.0,7.0
908,BLACK LABEL 1LTR,7029.32,7870.0,1.0
909,BLACK LABEL 1LTR,7297.96,6902.65,15.0
910,BLACK LABEL 1LTR,7297.96,7800.0,1.0
911,BLACK LABEL 1LTR,7297.96,8028.0,2.0
912,8848 VODKA 750ML,1501.67,1625.0,10.0
913,8848 VODKA 750ML,1501.67,1650.0,1.0
914,8848 VODKA 750ML,1546.83,1675.0,39.0
915,8848 VODKA 750ML,1546.83,1700.0,2.0
916,8848 VODKA 750ML,1699.99,1835.0,19.0
917,8848 VODKA 750ML,1715.83,1637.16814159292,6.0
918,8848 VODKA 750ML,1715.83,1850.0,12.0
919,KWATI 1KG,115.0,120.0,4.0
920,KWATI 1KG,115.0,130.0,6.0
921,KWATI 1KG,115.0,145.0,27.0
922,KWATI 1KG,115.0,150.0,6.0
923,KWATI 1KG,115.0,160.0,1.0
924,KWATI 1KG,115.0,175.0,26.0
925,KWATI 1KG,154.54,170.0,24.0
926,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,85.0,105.0,36.0
927,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,86.78,110.0,68.0
928,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,90.0,110.0,268.0
929,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,96.55,106.0,139.0
930,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,101.02,120.0,60.0
931,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,103.06,120.0,17.0
932,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,104.13,115.0,46.0
933,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,106.31,125.0,12.0
934,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,107.42,118.0,191.0
935,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,110.74,125.0,55.0
936,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,840.09,950.0,2.0
937,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.02,1030.0,2.0
938,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.03,1010.0,5.0
939,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.03,1030.0,8.0
940,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.05,1030.0,11.0
941,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,927.49,1030.0,16.0
942,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,927.5,893.805309734513,1.0
943,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,927.5,902.654867256637,1.0
944,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,927.5,1010.0,7.0
945,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,927.5,1020.0,7.0
946,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,946.43,1050.0,6.0
947,BREAD CRUMBS 500GM,200.0,240.0,9.0
948,BREAD CRUMBS 500GM,205.0,235.0,17.0
949,BREAD CRUMBS 500GM,205.0,259.0,6.0
950,BREAD CRUMBS 500GM,205.0,260.0,1.0
951,BREAD CRUMBS 500GM,225.0,260.0,6.0
952,BREAD CRUMBS 500GM,230.0,265.0,6.0
953,BREAD CRUMBS 500GM,265.0,305.0,3.0
954,BREAD CRUMBS 500GM,275.0,315.0,4.0
955,KEROU GREEN 1KG,95.0,115.0,15.0
956,KEROU GREEN 1KG,100.0,115.0,20.0
957,KEROU GREEN 1KG,100.0,125.0,5.0
958,KEROU GREEN 1KG,112.0,150.0,28.0
959,KEROU GREEN 1KG,125.0,126.0,1.0
960,KEROU GREEN 1KG,125.0,135.0,6.0
961,KEROU GREEN 1KG,125.0,140.0,13.0
962,KEROU GREEN 1KG,132.0,150.0,16.0
963,KEROU GREEN 1KG,135.0,150.0,14.0
964,KEROU GREEN 1KG,150.0,165.0,13.0
965,SSM ALMOND 100 GM,95.0,120.0,68.0
966,SSM ALMOND 100 GM,96.0,120.0,13.0
967,SSM ALMOND 100 GM,96.0,125.0,2.0
968,SSM ALMOND 100 GM,97.5,110.0,7.0
969,SSM ALMOND 100 GM,97.5,120.0,48.0
970,SSM ALMOND 100 GM,97.5,130.0,14.0
971,SSM ALMOND 100 GM,99.0,120.0,1.0
972,SSM ALMOND 100 GM,99.0,125.0,18.0
973,SSM ALMOND 100 GM,100.0,125.0,15.0
974,SSM ALMOND 100 GM,102.5,120.0,34.0
975,SSM ALMOND 100 GM,105.0,125.0,12.0
976,SSM ALMOND 100 GM,110.0,125.0,25.0
977,SSM ALMOND 100 GM,110.0,145.0,104.0
978,SSM ALMOND 100 GM,112.5,120.0,2.0
979,SSM ALMOND 100 GM,112.5,135.0,81.0
980,SSM ALMOND 100 GM,113.0,125.0,1.0
981,SSM ALMOND 100 GM,115.0,138.0,25.0
982,COLGATE DENTAL CREAM 200GM STRONG TEETH,103.0,113.0,26.0
983,COLGATE DENTAL CREAM 200GM STRONG TEETH,103.0,115.0,38.0
984,COLGATE DENTAL CREAM 200GM STRONG TEETH,103.0,129.0,3.0
985,COLGATE DENTAL CREAM 200GM STRONG TEETH,115.82,127.0,12.0
986,COLGATE DENTAL CREAM 200GM STRONG TEETH,117.84,132.0,23.0
987,COLGATE DENTAL CREAM 200GM STRONG TEETH,117.99,128.0,11.0
988,COLGATE DENTAL CREAM 200GM STRONG TEETH,119.71,132.0,14.0
989,COLGATE DENTAL CREAM 200GM STRONG TEETH,120.29,132.0,23.0
990,BHUJIA 180GM,94.08,103.0,1.0
991,BHUJIA 180GM,96.05,106.0,30.0
992,BHUJIA 180GM,96.05,107.0,1.0
993,BHUJIA 180GM,96.05,108.0,1.0
994,BHUJIA 180GM,98.0,107.0,8.0
995,BHUJIA 180GM,98.0,108.0,45.0
996,BHUJIA 180GM,99.0,110.0,9.0
997,BHUJIA 180GM,112.69,124.0,4.0
998,LIZOL DFC 2LTR CITRUS FRAGRANCE,521.28,573.0,2.0
999,LIZOL DFC 2LTR CITRUS FRAGRANCE,521.28,574.0,3.0
1000,LIZOL DFC 2LTR CITRUS FRAGRANCE,526.55,574.0,5.0
1001,LIZOL DFC 2LTR CITRUS FRAGRANCE,526.55,575.0,11.0
1002,LIZOL DFC 2LTR CITRUS FRAGRANCE,541.67,596.0,1.0
1003,LIZOL DFC 2LTR CITRUS FRAGRANCE,552.72,602.0,3.0
1004,LIZOL DFC 2LTR CITRUS FRAGRANCE,569.47,626.0,4.0
1005,LIZOL DFC 2LTR LAVENDER,521.28,574.0,1.0
1006,LIZOL DFC 2LTR LAVENDER,526.55,574.0,3.0
1007,LIZOL DFC 2LTR LAVENDER,526.55,575.0,3.0
1008,LIZOL DFC 2LTR LAVENDER,541.68,596.0,3.0
1009,LIZOL DFC 2LTR LAVENDER,552.73,600.0,1.0
1010,LIZOL DFC 2LTR LAVENDER,568.76,626.0,5.0
1011,LIZOL DFC 2LTR LAVENDER,580.37,633.0,2.0
1012,CERELAC 1 WHEAT 300GM,310.0,340.0,2.0
1013,CERELAC 1 WHEAT 300GM,318.74,345.0,6.0
1014,CERELAC 1 WHEAT 300GM,318.74,350.0,4.0
1015,CERELAC 1 WHEAT 300GM,329.09,355.0,3.0
1016,CERELAC 1 WHEAT 300GM,329.09,360.0,5.0
1017,CERELAC 1 WHEAT 300GM,338.15,365.0,7.0
1018,JAM MIXED FRUIT 500GM DRUK,136.37,155.0,56.0
1019,JAM MIXED FRUIT 500GM DRUK,138.85,158.0,28.0
1020,JAM MIXED FRUIT 500GM DRUK,138.85,161.0,70.0
1021,JAM MIXED FRUIT 500GM DRUK,160.35,183.0,28.0
1022,JAM MIXED FRUIT 500GM DRUK,169.75,194.0,19.0
1023,JAM MIXED FRUIT 500GM DRUK,169.75,195.0,11.0
1024,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,223.21,246.0,7.0
1025,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,233.27,262.0,11.0
1026,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,235.72,269.0,23.0
1027,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,240.62,269.0,11.0
1028,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,249.11,288.0,9.0
1029,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,257.14,290.0,9.0
1030,NIVEA EXTRA WHITE CREAM 100ML RADIANT & SMOOTH,321.43,375.0,2.0
1031,COLGATE DENTAL CREAM 100 GM STRONG TEETH,50.0,55.0,11.0
1032,COLGATE DENTAL CREAM 100 GM STRONG TEETH,55.0,60.0,72.0
1033,COLGATE DENTAL CREAM 100 GM STRONG TEETH,62.36,69.0,25.0
1034,COLGATE DENTAL CREAM 100 GM STRONG TEETH,63.2,70.0,10.0
1035,COLGATE DENTAL CREAM 100 GM STRONG TEETH,65.46,72.0,19.0
1036,COLGATE DENTAL CREAM 100 GM STRONG TEETH,66.82,74.0,14.0
1037,MAGGI HOT & SWEET SAUCE 1KG,286.6,315.0,11.0
1038,MAGGI HOT & SWEET SAUCE 1KG,295.4,325.0,12.0
1039,MAGGI HOT & SWEET SAUCE 1KG,307.36,338.0,11.0
1040,MAGGI HOT & SWEET SAUCE 1KG,307.36,342.0,1.0
1041,MAGGI HOT & SWEET SAUCE 1KG,310.52,342.0,3.0
1042,MAGGI HOT & SWEET SAUCE 1KG,317.16,349.0,7.0
1043,MAGGI HOT & SWEET SAUCE 1KG,317.16,356.0,1.0
1044,CHANA 1KG AUSTR,86.0,100.0,34.0
1045,CHANA 1KG AUSTR,86.0,130.0,1.0
1046,CHANA 1KG AUSTR,92.0,100.0,6.0
1047,CHANA 1KG AUSTR,92.0,115.0,20.0
1048,CHANA 1KG AUSTR,94.0,115.0,15.0
1049,CHANA 1KG AUSTR,98.0,115.0,6.0
1050,CHANA 1KG AUSTR,100.0,115.0,27.0
1051,CHANA 1KG AUSTR,107.0,110.0,4.0
1052,CHANA 1KG AUSTR,107.0,115.0,42.0
1053,CHANA 1KG AUSTR,107.0,135.0,3.0
1054,CHANA 1KG AUSTR,107.0,150.0,22.0
1055,CHANA 1KG AUSTR,110.0,115.0,13.0
1056,CHANA 1KG AUSTR,110.0,130.0,53.0
1057,CHANA 1KG AUSTR,118.18,115.0,1.0
1058,CHANA 1KG AUSTR,118.18,130.0,13.0
1059,NESCAFE CLASSIC 100GM JAR COFFEE,424.88,467.0,2.0
1060,NESCAFE CLASSIC 100GM JAR COFFEE,424.88,472.0,1.0
1061,NESCAFE CLASSIC 100GM JAR COFFEE,424.88,495.0,1.0
1062,NESCAFE CLASSIC 100GM JAR COFFEE,450.0,486.0,8.0
1063,NESCAFE CLASSIC 100GM JAR COFFEE,466.36,441.592920353982,3.0
1064,NESCAFE CLASSIC 100GM JAR COFFEE,466.36,499.0,4.0
1065,COLIN ULTRA SHINE 500ML,124.28,142.0,9.0
1066,COLIN ULTRA SHINE 500ML,125.69,141.0,29.0
1067,COLIN ULTRA SHINE 500ML,128.5,145.0,62.0
1068,COLIN ULTRA SHINE 500ML,128.5,148.0,7.0
1069,COLIN ULTRA SHINE 500ML,129.46,141.0,21.0
1070,COLIN ULTRA SHINE 500ML,129.58,141.0,22.0
1071,COLIN ULTRA SHINE 500ML,132.57,128.318584070796,1.0
1072,COLIN ULTRA SHINE 500ML,132.57,145.0,29.0
1073,COLIN ULTRA SHINE 500ML,133.24,148.0,6.0
1074,COLIN ULTRA SHINE 500ML,135.27,149.0,52.0
1075,COLIN ULTRA SHINE 500ML,135.81,148.0,6.0
1076,NESCAFE GOLD 50GM JAR RICH AROMA COFFEE,385.42,376.106194690266,2.0
1077,NESCAFE GOLD 50GM JAR RICH AROMA COFFEE,385.42,425.0,102.0
1078,NESCAFE GOLD 50GM JAR RICH AROMA COFFEE,410.0,450.0,31.0
1079,NESCAFE GOLD 50GM JAR RICH AROMA COFFEE,410.0,460.0,22.0
1080,NESCAFE GOLD 50GM JAR RICH AROMA COFFEE,410.0,485.0,1.0
1081,NESCAFE GOLD 50GM JAR RICH AROMA COFFEE,431.67,475.0,9.0
1082,PRILL PERFECT DISH WASH LIME 2LTR,563.06,620.0,44.0
1083,PRILL PERFECT DISH WASH LIME 2LTR,580.0,630.0,5.0
1084,PRILL PERFECT DISH WASH LIME 2LTR,634.35,610.619469026549,1.0
1085,PRILL PERFECT DISH WASH LIME 2LTR,634.35,690.0,9.0
1086,PRILL PERFECT DISH WASH LIME 2LTR,634.35,698.0,18.0
1087,PRILL PERFECT DISH WASH LIME 2LTR,634.35,700.0,9.0
1088,NESCAFE CLASSIC 50GM PKT COFFEE,167.71,190.0,51.0
1089,NESCAFE CLASSIC 50GM PKT COFFEE,167.71,192.0,1.0
1090,NESCAFE CLASSIC 50GM PKT COFFEE,171.07,190.0,30.0
1091,NESCAFE CLASSIC 50GM PKT COFFEE,172.83,190.0,90.0
1092,NESCAFE CLASSIC 50GM PKT COFFEE,172.83,197.0,4.0
1093,NESCAFE CLASSIC 50GM PKT COFFEE,173.65,192.0,30.0
1094,NESCAFE CLASSIC 50GM PKT COFFEE,174.1,192.0,12.0
1095,NESCAFE CLASSIC 50GM PKT COFFEE,174.6,192.0,26.0
1096,NESCAFE CLASSIC 50GM PKT COFFEE,174.62,192.0,7.0
1097,NESCAFE CLASSIC 50GM PKT COFFEE,174.62,195.0,12.0
1098,NESCAFE CLASSIC 50GM PKT COFFEE,176.36,194.0,20.0
1099,NESCAFE CLASSIC 50GM PKT COFFEE,186.36,225.0,9.0
1100,SURYA LIGHTS 20HL,256.71,257.0,10.0
1101,SURYA LIGHTS 20HL,256.71,275.0,69.0
1102,SURYA LIGHTS 20HL,256.71,280.0,208.0
1103,SURYA LIGHTS 20HL,256.71,285.0,9.0
1104,SURYA LIGHTS 20HL,267.02,285.0,107.0
1105,SURYA LIGHTS 20HL,267.02,305.0,39.0
1106,SURYA LIGHTS 20HL,287.63,305.0,197.0
1107,SURYA LIGHTS 20HL,287.63,315.0,22.0
1108,SURYA LIGHTS 20HL,299.81,315.0,26.0
1109,NESCAFE CLASSIC 200GM JAR,800.15,850.0,10.0
1110,NESCAFE CLASSIC 200GM JAR,829.09,807.079646017699,1.0
1111,NESCAFE CLASSIC 200GM JAR,829.09,807.08,1.0
1112,NESCAFE CLASSIC 200GM JAR,829.09,880.0,5.0
1113,NESCAFE CLASSIC 200GM JAR,829.09,912.0,8.0
1114,NESCAFE CLASSIC 200GM JAR,829.19,895.0,4.0
1115,PROCESSED CHEESE 200GM 8 CHIPLETS,201.16,215.0,34.0
1116,PROCESSED CHEESE 200GM 8 CHIPLETS,201.16,220.0,129.0
1117,PROCESSED CHEESE 200GM 8 CHIPLETS,205.81,225.0,43.0
1118,PROCESSED CHEESE 200GM 8 CHIPLETS,205.81,240.0,1.0
1119,PROCESSED CHEESE 200GM 8 CHIPLETS,219.84,240.0,10.0
1120,PROCESSED CHEESE 200GM 8 CHIPLETS,224.52,245.0,57.0
1121,PROCESSED CHEESE 200GM 8 CHIPLETS,229.05,250.0,14.0
1122,SUNSILK SHAMPOO 700ML LUSCIOUSLY THICK & LONG,401.79,450.0,11.0
1123,SUNSILK SHAMPOO 700ML LUSCIOUSLY THICK & LONG,402.0,462.0,6.0
1124,SUNSILK SHAMPOO 700ML LUSCIOUSLY THICK & LONG,419.74,475.0,11.0
1125,SUNSILK SHAMPOO 700ML LUSCIOUSLY THICK & LONG,420.0,425.0,6.0
1126,SUNSILK SHAMPOO 700ML LUSCIOUSLY THICK & LONG,434.43,433.628318584071,1.0
1127,SUNSILK SHAMPOO 700ML LUSCIOUSLY THICK & LONG,434.43,490.0,11.0
1128,SUNSILK SHAMPOO 700 ML STUNNING BLACK SHINE,358.2,425.0,12.0
1129,SUNSILK SHAMPOO 700 ML STUNNING BLACK SHINE,401.79,450.0,11.0
1130,SUNSILK SHAMPOO 700 ML STUNNING BLACK SHINE,402.0,462.0,3.0
1131,SUNSILK SHAMPOO 700 ML STUNNING BLACK SHINE,419.74,475.0,11.0
1132,SUNSILK SHAMPOO 700 ML STUNNING BLACK SHINE,438.53,433.628318584071,1.0
1133,SUNSILK SHAMPOO 700 ML STUNNING BLACK SHINE,438.53,490.0,19.0
1134,CREAM CRACKER 350GM SPECIAL SUGAR FREE,233.19,252.0,29.0
1135,CREAM CRACKER 350GM SPECIAL SUGAR FREE,233.19,255.0,53.0
1136,CREAM CRACKER 350GM SPECIAL SUGAR FREE,259.09,243.362831858407,1.0
1137,CREAM CRACKER 350GM SPECIAL SUGAR FREE,259.09,275.0,35.0
1138,CREAM CRACKER 350GM SPECIAL SUGAR FREE,259.09,280.0,29.0
1139,CREAM CRACKER 350GM SPECIAL SUGAR FREE,259.09,285.0,23.0
1140,AFZAL MINT 1PKT,155.0,180.0,7.0
1141,AFZAL MINT 1PKT,160.0,200.0,6.0
1142,AFZAL MINT 1PKT,175.0,180.0,1.0
1143,AFZAL MINT 1PKT,175.0,200.0,42.0
1144,AFZAL MINT 1PKT,183.68,185.0,1.0
1145,AFZAL MINT 1PKT,183.68,190.0,10.0
1146,AFZAL MINT 1PKT,183.68,200.0,7.0
1147,AFZAL MINT 1PKT,183.68,220.0,13.0
1148,AFZAL MINT 1PKT,183.68,250.0,50.0
